82,5TH AVE,11232,7184360081,Sandwiches/Salads/Mixed Buffet,02/01/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,02/01/2016,04/19/2016,Pre-permit (Operational) / Initial Inspection
41708324,MI NIDITO,MANHATTAN,789,9 AVENUE,10019,2122650022,Mexican,12/29/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,04/19/2016,Cycle Inspection / Initial Inspection
41004618,MR. LO KITCHEN,QUEENS,27111,UNION TURNPIKE,11040,7183439888,Chinese,11/16/2015,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,04/19/2016,Administrative Miscellaneous / Initial Inspection
41554321,18 CHINESE CUISINE,BROOKLYN,4418,8 AVENUE,11220,7186336366,Chinese,06/18/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,,,04/19/2016,Cycle Inspection / Initial Inspection
41615144,CHINA TASTE,STATEN ISLAND,1812,HYLAN BOULEVARD,10305,7189875269,Chinese,06/26/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,06/26/2014,04/19/2016,Cycle Inspection / Re-inspection
41509250,MASON JAR,MANHATTAN,45,EAST   30 STREET,10016,2122133587,American,01/23/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,01/23/2013,04/19/2016,Cycle Inspection / Re-inspection
41514977,JUVENTINO,BROOKLYN,370,FIFTH AVENUE,11215,7183608469,American,04/18/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,19,,,04/19/2016,Cycle Inspection / Initial Inspection
41090495,DARK ROOM,MANHATTAN,165-67,LUDLOW STREET,10002,2123530536,American,04/26/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,B,04/26/2013,04/19/2016,Cycle Inspection / Re-inspection
41450589,LA PERLA DEL ULUA RESTAURANT,BROOKLYN,354,MELROSE STREET,11237,7183669407,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/07/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,B,11/07/2014,04/19/2016,Cycle Inspection / Re-inspection
40361618,SAL'S DELI,QUEENS,12908,20 AVENUE,11356,7186619498,Delicatessen,08/27/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,08/27/2013,04/19/2016,Cycle Inspection / Initial Inspection
50003350,3-J RESTAURANT AND PIZZA,BRONX,554A,PROSPECT AVE,10455,3473461381,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/24/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,B,09/24/2014,04/19/2016,Cycle Inspection / Re-inspection
50004721,POPEYES LOUISIANA KITCHEN,QUEENS,21903,N CONDUIT AVE,11413,7184135947,American,02/16/2016,Violations were cited in the following area(s).,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Critical,,,,04/19/2016,Calorie Posting / Initial Inspection
41288664,CONNECTICUT MUFFIN,BROOKLYN,1106,CORTELYOU ROAD,11218,7182877900,Bakery,03/23/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,,,04/19/2016,Cycle Inspection / Initial Inspection
50032900,NEW WIN CHINESE RESTAURANT,QUEENS,14406,243RD ST,11422,7185288775,Chinese,10/07/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,10/07/2015,04/19/2016,Cycle Inspection / Initial Inspection
50017150,MAMANI PIZZA,MANHATTAN,151,AVENUE A,10009,2123881715,Pizza,03/08/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17,,,04/19/2016,Cycle Inspection / Initial Inspection
41366593,CARACAS AREPA BAR,BROOKLYN,291,GRAND STREET,11211,7182186787,Spanish,02/29/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,02/29/2016,04/19/2016,Cycle Inspection / Initial Inspection
50044054,SYNDICATED,BROOKLYN,46,BOGART ST,11206,7183863399,American,12/29/2015,Violations were cited in the following area(s).,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,42,Not Yet Graded,,04/19/2016,Pre-permit (Non-operational) / Initial Inspection
41222270,BROWNSTEIN CATERERS,MANHATTAN,557,WEST   23 STREET,10011,6466242244,American,06/20/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/20/2014,04/19/2016,Cycle Inspection / Initial Inspection
41207137,CORNER TAVERNA,QUEENS,2602,23 AVENUE,11105,7187775511,Greek,08/01/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21,B,08/01/2013,04/19/2016,Cycle Inspection / Re-inspection
41491764,B-HIVE LOUNGE,BROOKLYN,990,ATLANTIC AVENUE,11238,7186222226,American,10/02/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,,,04/19/2016,Cycle Inspection / Initial Inspection
40725591,TWO BOOTS,MANHATTAN,231,GRAND CENTRAL STATION,10017,2125577992,Italian,05/27/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,28,,,04/19/2016,Cycle Inspection / Initial Inspection
40924394,XING LUNG CHINESE RESTAURANT,BROOKLYN,155,HOWARD AVENUE,11233,7184432272,Chinese,04/23/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,04/19/2016,Cycle Inspection / Initial Inspection
50016818,LONG WONG BAKERY II,BROOKLYN,1310,AVENUE U,11229,7189988868,Bakery,07/17/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,56,,,04/19/2016,Cycle Inspection / Initial Inspection
40576554,LE SINGE VERT,MANHATTAN,160,7 AVENUE,10011,2123664100,French,05/01/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,05/01/2013,04/19/2016,Cycle Inspection / Re-inspection
41017362,MCDONALD'S,QUEENS,9015,QUEENS BOULEVARD,11373,7182712032,Hamburgers,08/12/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,,,04/19/2016,Cycle Inspection / Initial Inspection
40362715,THE COUNTRY CAFE,MANHATTAN,60,WALL STREET,10005,3474279132,Sandwiches/Salads/Mixed Buffet,07/15/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,04/19/2016,Cycle Inspection / Initial Inspection
41272100,CHARLEY MOM KITCHEN,MANHATTAN,1580,YORK AVENUE,10028,2124396363,Chinese,10/22/2014,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,60,,,04/19/2016,Cycle Inspection / Initial Inspection
50018989,FAIRFIELD INN & SUITES PENN STATION,MANHATTAN,325,W 33RD ST,10001,2125630900,American,03/16/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,03/16/2015,04/19/2016,Pre-permit (Operational) / Initial Inspection
41305052,DUNKIN' DONUTS,MANHATTAN,210,WEST   50 STREET,10019,2127574617,Donuts,07/22/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,A,07/22/2015,04/19/2016,Cycle Inspection / Initial Inspection
41650782,BLUE RIBBON SUSHI IZAKAYA,MANHATTAN,187,ORCHARD STREET,10002,2124660404,Japanese,06/17/2014,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,04/19/2016,Administrative Miscellaneous / Initial Inspection
40939317,PITA PAN,BROOKLYN,167,7 AVENUE,11215,7188323876,Middle Eastern,02/02/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,,04/19/2016,Cycle Inspection / Initial Inspection
40819558,JAKE'S STEAKHOUSE,BRONX,6031,BROADWAY,10471,7185810182,Steak,11/20/2014,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,04/19/2016,Smoke-Free Air Act / Initial Inspection
50015255,VIVI BUBBLE TEA,BROOKLYN,1501,AVENUE U,11229,7186271888,Chinese,03/24/2016,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,34,,,04/19/2016,Cycle Inspection / Initial Inspection
50002781,SOFIA'S PIZZA HOUSE,QUEENS,451,GRANDVIEW AVE,11385,7186280705,Pizza,10/22/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,,,04/19/2016,Cycle Inspection / Initial Inspection
41548948,TOLOACHE TAQUERIA,MANHATTAN,83,MAIDEN LANE,10038,2128099800,Mexican,06/20/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,06/20/2014,04/19/2016,Cycle Inspection / Re-inspection
50016436,NEW TAQUERIA PUEBLA,STATEN ISLAND,1285,CASTLETON AVE,10310,7187201447,Mexican,09/17/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9,A,09/17/2015,04/19/2016,Cycle Inspection / Re-inspection
41619116,PEDRO'S MEXICAN BAR & RESTAURANT,BROOKLYN,73,JAY STREET,11201,7187972851,Mexican,12/14/2015,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,40,,,04/19/2016,Cycle Inspection / Initial Inspection
50009807,VILLA ERASAMO,QUEENS,6961,JUNIPER BLVD S,11379,7188948191,Italian,07/21/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,07/21/2014,04/19/2016,Pre-permit (Operational) / Re-inspection
41223754,PANCA,MANHATTAN,92,7 AVENUE SOUTH,10014,2124883900,Peruvian,12/10/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,,,04/19/2016,Cycle Inspection / Initial Inspection
40867812,RUBENS PIZZERIA-EL POLLO PERUVIAN CUISINE,BROOKLYN,1533,70 STREET,11228,7183318821,Pizza,09/28/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,34,,,04/19/2016,Cycle Inspection / Initial Inspection
50002204,MYWAYCUP COFFEE,MANHATTAN,102,EAST 23 STREET,10010,6463681083,CafÃ©/Coffee/Tea,03/25/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,03/25/2016,04/19/2016,Cycle Inspection / Initial Inspection
41615257,JIN RAMEN,MANHATTAN,3183,BROADWAY,10027,6465592862,Japanese,04/27/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,25,,,04/19/2016,Cycle Inspection / Initial Inspection
41562090,BAMBOO LOUNGE & GRILL,BROOKLYN,527,MYRTLE AVENUE,11205,9179929221,American,02/17/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23,,,04/19/2016,Cycle Inspection / Initial Inspection
41692410,GRAND SHANGHAI,QUEENS,3650,MAIN STREET,11354,7188868972,Chinese,08/25/2014,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,47,C,08/25/2014,04/19/2016,Cycle Inspection / Re-inspection
41563696,JUICES FOR LIFE,BRONX,1026,CASTLE HILL AVENUE,10472,3472819844,"Juice, Smoothies, Fruit Salads",12/29/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,21,,,04/19/2016,Cycle Inspection / Initial Inspection
41601799,KABOB SHACK,BROOKLYN,182,HAVEMEYER STREET,11211,7183877111,Mediterranean,01/09/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,5,,,04/19/2016,Cycle Inspection / Initial Inspection
41429907,MARIO'S DELI,BROOKLYN,262,NASSAU AVENUE,11222,7183493066,American,02/18/2014,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,02/18/2014,04/19/2016,Cycle Inspection / Initial Inspection
41172672,WENG'S PALACE,MANHATTAN,304,WEST   40 STREET,10018,2128686868,Chinese,01/21/2014,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.,Critical,15,B,01/21/2014,04/19/2016,Cycle Inspection / Re-inspection
41708034,LONG ISLAND BAGEL CAFE,MANHATTAN,125,FULTON STREET,10038,2126190300,Bagels/Pretzels,05/20/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24,,,04/19/2016,Cycle Inspection / Initial Inspection
50033533,CHICKEN-R-US,STATEN ISLAND,610,RICHMOND RD,10304,7186821665,Chicken,09/30/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,43,C,09/30/2015,04/19/2016,Pre-permit (Operational) / Re-inspection
41125652,BANN,MANHATTAN,350,WEST   50 STREET,10019,2125824446,Korean,05/01/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,04/19/2016,Cycle Inspection / Initial Inspection
50000201,CAFE HONG KONG,MANHATTAN,51,BAYARD ST,10013,2126085359,Chinese,07/24/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/24/2013,04/19/2016,Cycle Inspection / Initial Inspection
50017896,SANGRIA,QUEENS,2902,FRANCIS LEWIS BLVD,11358,7183582727,Spanish,04/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,,,04/19/2016,Cycle Inspection / Initial Inspection
41403094,HIGH DIVE,BROOKLYN,243,FIFTH AVENUE,11215,7187880401,American,07/31/2013,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,10,A,07/31/2013,04/19/2016,Cycle Inspection / Re-inspection
40534893,THE GREAT BURRITO MEXICAN KITCHEN,MANHATTAN,405,AMSTERDAM AVENUE,10024,2127245151,Mexican,04/07/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,,,04/19/2016,Cycle Inspection / Initial Inspection
40878675,TACO BELL PIZZA HUT EXPRESS,MANHATTAN,173,EAST  116 STREET,10029,2122897297,Pizza,09/26/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,09/26/2013,04/19/2016,Cycle Inspection / Re-inspection
41335681,JOHNNY'S PIZZA,BROOKLYN,5806,5 AVENUE,11220,7184929735,Pizza/Italian,05/17/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,,,04/19/2016,Cycle Inspection / Initial Inspection
41188824,MAX BRENNER,MANHATTAN,841,BROADWAY,10003,6464678803,American,04/29/2014,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,27,,,04/19/2016,Cycle Inspection / Initial Inspection
40878687,BARCLAY'S CAPITAL,MANHATTAN,745,7 AVENUE,10019,2125262181,American,01/08/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,8,A,01/08/2015,04/19/2016,Cycle Inspection / Initial Inspection
41229111,HUNGRY GHOST,BROOKLYN,183,STERLING PLACE,11238,7187837375,CafÃ©/Coffee/Tea,08/11/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,08/11/2014,04/19/2016,Cycle Inspection / Initial Inspection
41555651,SING HING RESTAURANT,BRONX,1520,METROPOLITAN AVENUE,10462,7187926868,Chinese,08/29/2013,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,28,,,04/19/2016,Cycle Inspection / Initial Inspection
50000892,ANABLE BASIN SAILING,QUEENS,4-40,44 DRIVE,11101,6462071333,American,10/04/2013,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,P,10/04/2013,04/19/2016,Pre-permit (Operational) / Reopening Inspection
41204684,THE LIVING ROOM STEAK HOUSE,BROOKLYN,2402,86 STREET,11214,7182662819,Steak,05/27/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,05/27/2015,04/19/2016,Cycle Inspection / Re-inspection
50000224,XING SHENG,BRONX,115,FEATHERBED LANE,10452,7182992336,Chinese,07/09/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,80,,,04/19/2016,Pre-permit (Operational) / Initial Inspection
50016309,RICHARD'S DINER & CATERING,BROOKLYN,9712,SEAVIEW AVE,11236,5164445507,Caribbean,09/04/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,,,04/19/2016,Cycle Inspection / Initial Inspection
40797688,TRIPLE CROWN DINER,QUEENS,24827,JAMAICA AVENUE,11426,7183474600,American,06/12/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,26,B,06/12/2013,04/19/2016,Cycle Inspection / Re-inspection
41504766,LA NUEVA COCINA RESTAURANT,BRONX,12,EAST KINGSBRIDGE ROAD,10468,7185617067,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/13/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,20,,,04/19/2016,Cycle Inspection / Initial Inspection
41460820,EL NUEVO CARIBENO RESTAURANT,MANHATTAN,1675,LEXINGTON AVENUE,10029,2128313960,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/25/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,14,B,08/25/2015,04/19/2016,Cycle Inspection / Re-inspection
41401447,WATTY & MEG,BROOKLYN,248,COURT STREET,11201,7186430007,American,08/06/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,,,04/19/2016,Cycle Inspection / Initial Inspection
41267359,MADANGSUI,MANHATTAN,35,WEST   35 STREET,10001,2125649333,Korean,09/30/2013,No violations were recorded at the time of this inspection.,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,,,04/19/2016,Administrative Miscellaneous / Re-inspection
41122435,JIMBO'S BURGER PALACE,MANHATTAN,535,LENOX AVENUE,10037,2124918680,American,05/01/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,05/01/2015,04/19/2016,Cycle Inspection / Re-inspection
